u,DY_B30uT,DY_B40uT,DY_B50uT,DY_B60uT,DY_B70uT
2.0728643216080402,0.000746830814897903,0.0012675974601914497,0.0018717496736144756,0.002525688217745903,0.0031997173949210866
2.085427135678392,0.0007419306027344197,0.001258404849854844,0.001856673921204366,0.002503147449051224,0.0031682834959797512
2.0979899497487438,0.0007367974094704133,0.001248824073992294,0.0018410419614889317,0.0024798883567758168,0.003135992022659795
2.1105527638190957,0.0007314277220773491,0.0012388511950371939,0.0018248514029072238,0.0024559125862005926,0.0031028511676883808
2.1231155778894473,0.0007258182201905772,0.001228482666588926,0.0018081005078893764,0.0024312227224569938,0.0030688703168463283
2.1356783919597992,0.0007199658158930644,0.001217715393701746,0.0017907882679766285,0.002405822370358579,0.003034060121490545
2.148241206030151,0.000713867695623982,0.0012065467954581743,0.0017729144805789243,0.0023797162343915934,0.0029984325693441782
2.1608040201005028,0.0007075213639532452,0.00119497486947151,0.0017544798268021022,0.002352910198123226,0.0029620010528592644
2.1733668341708543,0.0007009246889824183,0.0011829982578805964,0.0017354859497190622,0.0023254114023065764,0.00292478043426625
2.1859296482412063,0.0006940759491227411,0.0011706163144106219,0.0017159355323806968,0.002297228320895073,0.0028867871066525774
2.198492462311558,0.0006869738808495951,0.0011578291717817546,0.001695832374879136,0.002268370834131117,0.0028480390501521846
2.21105527638191,0.0006796177270949055,0.001144637809025184,0.0016751814695898926,0.002238850297743622,0.0028085558824596513
2.2236180904522613,0.0006720072857242521,0.0011310441178337127,0.0016539890737051754,0.0022086796074617387,0.0027683589027748257
2.2361809045226133,0.0006641429577278757,0.0011170509673098517,0.0016322627782139332,0.0021778732577230064,0.0027274711284007713
2.248743718592965,0.0006560257944022707,0.0011026622662018148,0.0016100115722507136,0.002146447393753914,0.002685917323083098
2.261306532663317,0.0006476575430587328,0.0010878830218151725,0.001587245901842782,0.002114419855918981,0.0026437240163492692
2.2738693467336684,0.0006390406905005808,0.0010727193946244995,0.0015639777220939344,0.0020818102154365192,0.002600919513011113
2.2864321608040203,0.0006301785036232355,0.001057178747737253,0.0015402205416101822,0.002048639800494634,0.0025575338921934865
2.298994974874372,0.0006210750664041864,0.001041269690122526,0.0015159894583256506,0.0020149317118605126,0.002513598995127375
2.311557788944724,0.0006117353125957292,0.0010250021127613529,0.0014913011855872682,0.0019807108271439056,0.0024691484012296927
2.3241206030150754,0.0006021650532848088,0.0010083872167191421,0.0014661740676216173,0.0019460037928894502,0.0024242173919227783
2.3366834170854274,0.0005923709987258885,0.000991437532224415,0.0014406280835025376,0.0019108390039488388,0.002378842901827327
2.349246231155779,0.0005823607736265002,0.0009741669279681453,0.0014146848387696087,0.001875246569381983,0.002333063457062523
2.361809045226131,0.0005721429253399135,0.0009565906098012444,0.0013883675441196397,0.0018392582646574729,0.002286919100599971
2.3743718592964824,0.0005617269242852441,0.0009387251081532932,0.00136170098054611,0.0018029074697021308,0.002240451304521107
2.3869346733668344,0.0005511231561866614,0.0009205882537693943,0.001334711450536763,0.0017662290927443758,0.002193702869514258
2.399497487437186,0.0005403429055839126,0.000902199141105009,0.0013074267152024532,0.0017292594800518701,0.0021467178118496077
2.412060301507538,0.0005293983304720529,0.000883578079436953,0.001279875917165496,0.0016920363117211012,0.0020995412382687206
2.4246231155778895,0.0005183024277395365,0.0008647465314324254,0.0012520894895154955,0.001654598483928682,0.002052219209508932
2.4371859296482414,0.0005070689895709801,0.0008457270393416039,0.001224099051076899,0.001616985978407759,0.0020047985932463153
2.449748743718593,0.0004957125507235594,0.0008265431392638911,0.00119593728870393,0.001579239719802339,0.001957326907353285
2.462311557788945,0.0004842483271429998,0.0008072192638112208,0.0011676378272958976,0.0015414014220077599,0.0019098521546302427
2.4748743718592965,0.00047269214622391864,0.0007877806341458626,0.0011392350886340052,0.0015035134246574877,0.0018624226502387264
2.4874371859296485,0.0004610603694481519,0.0007682531421489003,0.001110764140189291,0.0014656185211062711,0.001815086843167224
2.5,0.0004493698080177966,0.0007486632239351865,0.0010822605353167924,0.0014277597794494223,0.0017678931332230086
