theta_deg,B0.5mT_on,B1.0mT_on,B1.5mT_on,B1.8mT_on,B2.0mT_on,B2.5mT_on,B3.0mT_on,B0.5mT_off,B1.0mT_off,B1.5mT_off,B1.8mT_off,B2.0mT_off,B2.5mT_off,B3.0mT_off
49.0,0.9711119166265575,0.967029441069442,0.9720767239634324,0.9755159184142643,0.9777914132806379,0.98164299921917,0.9839081245678546,0.9999999999998928,0.9999999999991089,0.9999999999999116,0.9999999999999424,0.9999999999999507,0.9999999999999614,0.9999999999999649
50.0,0.9711920477054828,0.9671457820807535,0.9721308848673931,0.9755531698450253,0.9778268371030765,0.9816991129604737,0.9839936345863307,0.9999999999998945,0.9999999999990817,0.9999999999999112,0.9999999999999415,0.9999999999999506,0.999999999999962,0.9999999999999659
51.0,0.971267968875683,0.9672739097388714,0.9721981375213303,0.9756036313697103,0.9778751782176814,0.9817667206846235,0.9840894197017898,0.9999999999998932,0.999999999999058,0.9999999999999106,0.9999999999999439,0.9999999999999566,0.9999999999999647,0.9999999999999662
52.0,0.9713378141665783,0.9674133873102034,0.9722784911946012,0.9756673810729097,0.9779365676036774,0.9818460654632634,0.984195770580153,0.9999999999998924,0.9999999999990334,0.999999999999911,0.9999999999999437,0.9999999999999534,0.9999999999999668,0.999999999999968
53.0,0.9713998548253776,0.9675637099930788,0.9723719188125205,0.975744469960544,0.9780111114145382,0.9819373670814996,0.9843129579107077,0.9999999999998874,0.9999999999990095,0.999999999999908,0.9999999999999442,0.9999999999999539,0.9999999999999666,0.9999999999999686
54.0,0.9714525355322324,0.9677242963228511,0.9724783502749877,0.9758349157986418,0.9780988855567496,0.9820408174796973,0.984441228046379,0.9999999999998903,0.9999999999989849,0.9999999999999082,0.9999999999999463,0.9999999999999549,0.9999999999999684,0.9999999999999704
55.0,0.971494507169881,0.9678944795648573,0.972597665276523,0.975938696553719,0.9781999295810523,0.9821565755513822,0.984580798055836,0.9999999999998894,0.9999999999989633,0.9999999999999067,0.9999999999999468,0.9999999999999563,0.9999999999999699,0.99999999999997
56.0,0.9715246547815021,0.9680735008538266,0.9727296857921564,0.9760557430654943,0.9783142399505197,0.9822847612476346,0.9847318500948917,0.9999999999998884,0.99999999999894,0.9999999999999069,0.9999999999999452,0.9999999999999567,0.999999999999969,0.9999999999999711
57.00000000000001,0.9715421192493108,0.9682605035465041,0.9728741678850287,0.9761859312700538,0.9784417627170684,0.9824254489647719,0.9848945250136211,0.9999999999998853,0.9999999999989125,0.9999999999999085,0.9999999999999462,0.9999999999999584,0.9999999999999685,0.9999999999999734
58.00000000000001,0.9715463113819052,0.9684545294319322,0.9730307936505806,0.9763290740605945,0.9785823854914875,0.9825786602842617,0.9850689152661287,0.9999999999998841,0.9999999999988913,0.9999999999999069,0.9999999999999434,0.9999999999999596,0.9999999999999716,0.9999999999999759
59.00000000000001,0.9715369177799595,0.9686545181364691,0.9731991628666382,0.9764849125310449,0.9787359291225463,0.9827443558853957,0.9852550570494185,0.9999999999998832,0.9999999999988654,0.9999999999999082,0.9999999999999474,0.9999999999999579,0.9999999999999696,0.9999999999999769
